PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Total Spend,Delivery Days,Order Month,Negotiation Savings,Defect Rate %
PO-00366,Epsilon_Group,16-03-2022,04-04-2022,Packaging,Partially Delivered,58,82.57,76.55,,Yes,4789.06,19,Mar-22,349.16,0%
PO-00367,Beta_Supplies,10-01-2022,20-01-2022,MRO,Delivered,1306,23.49,20.17,116,No,30677.94,10,Jan-22,4335.92,9%
PO-00368,Delta_Logistics,15-04-2023,28-04-2023,Electronics,Delivered,1172,32.93,29.28,,No,38593.96,13,Apr-23,4277.8,0%
PO-00369,Alpha_Inc,29-09-2023,,Packaging,Delivered,1732,82.5,71.71,24,Yes,142890,-45198,Sep-23,18688.28,1%
PO-00370,Gamma_Co,31-07-2023,07-08-2023,Raw Materials,Delivered,865,81.54,71.59,39,Yes,70532.1,7,Jul-23,8606.75,5%
PO-00371,Beta_Supplies,13-04-2022,20-04-2022,Raw Materials,Delivered,257,68.72,66.92,22,Yes,17661.04,7,Apr-22,462.6,9%
PO-00372,Epsilon_Group,17-03-2022,26-03-2022,Packaging,Delivered,1204,73.18,67.59,31,Yes,88108.72,9,Mar-22,6730.36,3%
PO-00373,Beta_Supplies,05-07-2023,09-07-2023,Electronics,Partially Delivered,453,64.14,60.18,51,Yes,29055.42,4,Jul-23,1793.88,11%
PO-00374,Epsilon_Group,07-08-2022,21-08-2022,Electronics,Delivered,201,33.81,32.54,3,Yes,6795.81,14,Aug-22,255.27,1%
PO-00375,Delta_Logistics,03-06-2023,16-06-2023,Office Supplies,Delivered,103,44.61,42.88,10,Yes,4594.83,13,Jun-23,178.19,10%
PO-00376,Epsilon_Group,29-09-2022,07-10-2022,Office Supplies,Delivered,1193,27.4,27.09,,Yes,32688.2,8,Sep-22,369.83,0%
PO-00377,Gamma_Co,16-05-2022,28-05-2022,Office Supplies,Partially Delivered,1746,93.6,89.81,85,Yes,163425.6,12,May-22,6617.34,5%
PO-00378,Delta_Logistics,24-12-2022,26-12-2022,Electronics,Delivered,1993,65.94,59.36,,Yes,131418.42,2,Dec-22,13113.94,0%
PO-00379,Beta_Supplies,12-03-2022,27-03-2022,Raw Materials,Delivered,677,46.54,43.11,,No,31507.58,15,Mar-22,2322.11,0%
PO-00380,Alpha_Inc,08-09-2022,,Office Supplies,Pending,636,53.64,49.23,18,Yes,34115.04,-44812,Sep-22,2804.76,3%
PO-00381,Epsilon_Group,14-01-2023,02-02-2023,Packaging,Delivered,1698,100.97,98.73,52,Yes,171447.06,19,Jan-23,3803.52,3%
PO-00382,Gamma_Co,19-10-2022,01-11-2022,Office Supplies,Delivered,1493,24.87,22.89,56,Yes,37130.91,13,Oct-22,2956.14,4%
PO-00383,Alpha_Inc,11-06-2022,25-06-2022,Packaging,Delivered,1495,64.33,58.18,26,Yes,96173.35,14,Jun-22,9194.25,2%
PO-00384,Alpha_Inc,25-03-2023,07-04-2023,Packaging,Cancelled,153,59.42,52,3,Yes,9091.26,13,Mar-23,1135.26,2%
PO-00385,Delta_Logistics,11-07-2023,22-07-2023,Raw Materials,Cancelled,1925,70.88,63.41,292,Yes,136444,11,Jul-23,14379.75,15%
PO-00386,Beta_Supplies,22-12-2023,11-01-2024,Packaging,Delivered,303,12.97,11.42,,No,3929.91,20,Dec-23,469.65,0%
PO-00387,Alpha_Inc,06-11-2022,18-11-2022,Office Supplies,Delivered,1300,92.92,90.63,,Yes,120796,12,Nov-22,2977,0%
PO-00388,Gamma_Co,19-09-2023,23-09-2023,Raw Materials,Delivered,1185,103.28,99.05,,Yes,122386.8,4,Sep-23,5012.55,0%
PO-00389,Epsilon_Group,01-11-2023,20-11-2023,Raw Materials,Delivered,559,67.56,57.98,15,Yes,37766.04,19,Nov-23,5355.22,3%
PO-00390,Epsilon_Group,26-06-2023,29-06-2023,Electronics,Pending,1546,78.88,78,38,Yes,121948.48,3,Jun-23,1360.48,2%
PO-00391,Epsilon_Group,09-01-2022,19-01-2022,Packaging,Delivered,148,93.02,85.96,4,Yes,13766.96,10,Jan-22,1044.88,3%
PO-00392,Delta_Logistics,15-11-2023,23-11-2023,Office Supplies,Delivered,202,81.75,78.26,37,No,16513.5,8,Nov-23,704.98,18%
PO-00393,Gamma_Co,22-07-2023,28-07-2023,Packaging,Delivered,1934,25.86,25.6,78,Yes,50013.24,6,Jul-23,502.84,4%
PO-00394,Alpha_Inc,03-11-2022,07-11-2022,Office Supplies,Delivered,963,64.96,64.07,20,Yes,62556.48,4,Nov-22,857.07,2%
PO-00395,Gamma_Co,11-11-2023,18-11-2023,MRO,Delivered,1969,71.71,61.96,,Yes,141196.99,7,Nov-23,19197.75,0%
PO-00396,Delta_Logistics,17-04-2022,,Electronics,Delivered,927,48.89,46.05,138,Yes,45321.03,-44668,Apr-22,2632.68,15%
PO-00397,Delta_Logistics,18-05-2022,23-05-2022,Raw Materials,Cancelled,387,77.81,69.04,67,Yes,30112.47,5,May-22,3393.99,17%
PO-00398,Beta_Supplies,28-09-2022,03-10-2022,Electronics,Delivered,1779,97.86,94.36,176,Yes,174092.94,5,Sep-22,6226.5,10%
PO-00399,Gamma_Co,29-04-2022,05-05-2022,MRO,Pending,871,94.7,92.66,46,Yes,82483.7,6,Apr-22,1776.84,5%
PO-00400,Epsilon_Group,20-04-2022,23-04-2022,Electronics,Delivered,1236,51.33,44.03,25,Yes,63443.88,3,Apr-22,9022.8,2%
PO-00401,Delta_Logistics,21-07-2023,06-08-2023,Electronics,Delivered,1793,22.01,21.78,285,Yes,39463.93,16,Jul-23,412.39,16%
PO-00402,Delta_Logistics,09-06-2022,28-06-2022,MRO,Delivered,1006,101.1,89.04,139,Yes,101706.6,19,Jun-22,12132.36,14%
PO-00403,Beta_Supplies,06-10-2022,21-10-2022,Electronics,Cancelled,1754,89.35,86.54,161,No,156719.9,15,Oct-22,4928.74,9%
PO-00404,Epsilon_Group,16-10-2022,04-11-2022,Electronics,Delivered,210,22.17,21.32,10,Yes,4655.7,19,Oct-22,178.5,5%
PO-00405,Delta_Logistics,12-09-2023,02-10-2023,MRO,Delivered,1653,102.16,91.91,217,Yes,168870.48,20,Sep-23,16943.25,13%
PO-00406,Alpha_Inc,04-08-2022,15-08-2022,MRO,Partially Delivered,850,91.38,88.41,24,Yes,77673,11,Aug-22,2524.5,3%
PO-00407,Epsilon_Group,18-12-2022,21-12-2022,Raw Materials,Delivered,447,59.81,57.92,13,Yes,26735.07,3,Dec-22,844.83,3%
PO-00408,Gamma_Co,28-07-2022,07-08-2022,Office Supplies,Delivered,1350,65.11,56.95,71,Yes,87898.5,10,Jul-22,11016,5%
PO-00409,Beta_Supplies,05-12-2023,24-12-2023,Office Supplies,Delivered,865,51.19,47.76,83,Yes,44279.35,19,Dec-23,2966.95,10%
PO-00410,Alpha_Inc,12-10-2023,29-10-2023,MRO,Delivered,1989,16.5,15.89,57,Yes,32818.5,17,Oct-23,1213.29,3%
PO-00411,Alpha_Inc,28-09-2022,13-10-2022,Office Supplies,Delivered,1577,41.77,39.58,32,Yes,65871.29,15,Sep-22,3453.63,2%
PO-00412,Gamma_Co,02-06-2023,04-06-2023,Packaging,Pending,1969,89.25,87.28,108,No,175733.25,2,Jun-23,3878.93,5%
PO-00413,Beta_Supplies,16-05-2023,26-05-2023,Packaging,Partially Delivered,1465,11.25,9.61,151,Yes,16481.25,10,May-23,2402.6,10%
PO-00414,Delta_Logistics,15-09-2022,18-09-2022,Packaging,Pending,1208,41.62,39.46,,Yes,50276.96,3,Sep-22,2609.28,0%
PO-00415,Beta_Supplies,22-02-2022,11-03-2022,Raw Materials,Delivered,1268,46.06,45.26,123,Yes,58404.08,17,Feb-22,1014.4,10%
PO-00416,Delta_Logistics,05-04-2022,24-04-2022,Office Supplies,Delivered,450,59.24,55.03,68,No,26658,19,Apr-22,1894.5,15%
PO-00417,Gamma_Co,12-10-2023,14-10-2023,Electronics,Partially Delivered,689,102.53,95.23,38,Yes,70643.17,2,Oct-23,5029.7,6%
PO-00418,Gamma_Co,10-03-2023,29-03-2023,MRO,Delivered,1106,44.05,38.6,51,Yes,48719.3,19,Mar-23,6027.7,5%
PO-00419,Alpha_Inc,11-10-2022,22-10-2022,Office Supplies,Delivered,737,43.08,42.58,21,Yes,31749.96,11,Oct-22,368.5,3%
PO-00420,Alpha_Inc,15-02-2022,04-03-2022,Raw Materials,Delivered,509,76.76,74.72,7,No,39070.84,17,Feb-22,1038.36,1%
PO-00421,Alpha_Inc,04-01-2022,06-01-2022,Electronics,Delivered,1004,50.7,46.59,27,Yes,50902.8,2,Jan-22,4126.44,3%
PO-00422,Gamma_Co,08-12-2022,19-12-2022,MRO,Pending,1956,31.88,28.48,86,Yes,62357.28,11,Dec-22,6650.4,4%
PO-00423,Delta_Logistics,14-05-2022,,Electronics,Delivered,519,51.73,47.52,81,No,26847.87,-44695,May-22,2184.99,16%
PO-00424,Gamma_Co,15-10-2023,21-10-2023,MRO,Partially Delivered,1448,25.06,21.62,84,Yes,36286.88,6,Oct-23,4981.12,6%
PO-00425,Gamma_Co,26-09-2022,11-10-2022,Packaging,Delivered,1095,26.91,23.75,53,Yes,29466.45,15,Sep-22,3460.2,5%
PO-00426,Alpha_Inc,15-06-2022,,MRO,Delivered,799,56.22,49.51,18,Yes,44919.78,-44727,Jun-22,5361.29,2%
PO-00427,Beta_Supplies,29-03-2023,18-04-2023,MRO,Partially Delivered,1743,51.04,47.15,160,Yes,88962.72,20,Mar-23,6780.27,9%
PO-00428,Alpha_Inc,19-07-2023,31-07-2023,Raw Materials,Delivered,87,100.65,85.56,1,Yes,8756.55,12,Jul-23,1312.83,1%
PO-00429,Beta_Supplies,24-12-2023,,Raw Materials,Delivered,279,47.52,46.5,28,No,13258.08,-45284,Dec-23,284.58,10%
PO-00430,Delta_Logistics,14-03-2023,25-03-2023,Raw Materials,Delivered,1438,66.61,58.5,237,Yes,95785.18,11,Mar-23,11662.18,16%
PO-00431,Delta_Logistics,29-07-2023,31-07-2023,Office Supplies,Partially Delivered,612,72.93,63.32,99,Yes,44633.16,2,Jul-23,5881.32,16%
PO-00432,Epsilon_Group,10-01-2022,21-01-2022,Packaging,Pending,487,11.18,10.63,15,Yes,5444.66,11,Jan-22,267.85,3%
PO-00433,Epsilon_Group,25-04-2022,29-04-2022,Packaging,Partially Delivered,1849,70.76,69.25,51,Yes,130835.24,4,Apr-22,2791.99,3%
PO-00434,Epsilon_Group,19-03-2022,01-04-2022,MRO,Partially Delivered,1356,26.28,25.44,47,Yes,35635.68,13,Mar-22,1139.04,3%
PO-00435,Delta_Logistics,09-12-2023,29-12-2023,Raw Materials,Delivered,76,107.59,96.33,10,Yes,8176.84,20,Dec-23,855.76,13%
PO-00436,Alpha_Inc,02-06-2022,13-06-2022,Packaging,Partially Delivered,275,23.96,20.44,,Yes,6589,11,Jun-22,968,0%
PO-00437,Alpha_Inc,13-07-2023,18-07-2023,Packaging,Delivered,1350,51.57,48.07,,Yes,69619.5,5,Jul-23,4725,0%
PO-00438,Alpha_Inc,06-02-2022,,MRO,Delivered,847,17.77,17.39,,Yes,15051.19,-44598,Feb-22,321.86,0%
PO-00439,Gamma_Co,14-01-2023,27-01-2023,MRO,Delivered,1682,105.7,101.3,94,Yes,177787.4,13,Jan-23,7400.8,6%
PO-00440,Epsilon_Group,20-08-2023,23-08-2023,Electronics,Delivered,333,60.44,58.54,8,Yes,20126.52,3,Aug-23,632.7,2%
PO-00441,Alpha_Inc,20-07-2023,02-08-2023,Electronics,Cancelled,928,69.31,67.26,20,Yes,64319.68,13,Jul-23,1902.4,2%
PO-00442,Epsilon_Group,01-06-2022,12-06-2022,MRO,Partially Delivered,1009,16.44,16.18,,Yes,16587.96,11,Jun-22,262.34,0%
PO-00443,Epsilon_Group,17-03-2023,03-04-2023,Electronics,Pending,1554,82.92,74.82,44,Yes,128857.68,17,Mar-23,12587.4,3%
PO-00444,Gamma_Co,11-05-2022,25-05-2022,Packaging,Partially Delivered,502,29.47,28.94,27,Yes,14793.94,14,May-22,266.06,5%
PO-00445,Delta_Logistics,12-02-2022,13-02-2022,MRO,Delivered,1069,91.28,82.64,,Yes,97578.32,1,Feb-22,9236.16,0%
PO-00446,Alpha_Inc,12-11-2022,18-11-2022,MRO,Pending,1902,29.89,25.83,41,Yes,56850.78,6,Nov-22,7722.12,2%
PO-00447,Gamma_Co,09-01-2023,,Raw Materials,Pending,865,28.79,25.69,47,Yes,24903.35,-44935,Jan-23,2681.5,5%
PO-00448,Delta_Logistics,10-02-2022,26-02-2022,Packaging,Partially Delivered,708,13.36,11.61,,No,9458.88,16,Feb-22,1239,0%
PO-00449,Delta_Logistics,02-01-2023,07-01-2023,Packaging,Delivered,1589,55.64,48.52,,Yes,88411.96,5,Jan-23,11313.68,0%
PO-00450,Alpha_Inc,04-08-2022,14-08-2022,Office Supplies,Delivered,596,62.96,61.88,9,Yes,37524.16,10,Aug-22,643.68,2%
PO-00451,Epsilon_Group,30-11-2023,04-12-2023,Office Supplies,Delivered,1265,17.66,16.97,34,Yes,22339.9,4,Nov-23,872.85,3%
PO-00452,Beta_Supplies,13-09-2022,01-10-2022,Raw Materials,Delivered,1122,82.99,81.7,118,No,93114.78,18,Sep-22,1447.38,11%
PO-00453,Epsilon_Group,14-11-2023,01-12-2023,Office Supplies,Delivered,1585,56.38,53.05,,Yes,89362.3,17,Nov-23,5278.05,0%
PO-00454,Epsilon_Group,16-04-2022,27-04-2022,Electronics,Delivered,66,58.05,50.76,,Yes,3831.3,11,Apr-22,481.14,0%
PO-00455,Beta_Supplies,29-12-2022,18-01-2023,MRO,Delivered,1245,52.4,51.65,118,No,65238,20,Dec-22,933.75,9%
PO-00456,Delta_Logistics,28-07-2023,10-08-2023,Electronics,Delivered,1293,50.21,47.55,,No,64921.53,13,Jul-23,3439.38,0%
PO-00457,Beta_Supplies,21-02-2023,27-02-2023,Packaging,Delivered,207,64.29,63.01,25,Yes,13308.03,6,Feb-23,264.96,12%
PO-00458,Beta_Supplies,28-09-2023,18-10-2023,Office Supplies,Delivered,526,26.37,25.32,47,Yes,13870.62,20,Sep-23,552.3,9%
PO-00459,Gamma_Co,08-06-2022,14-06-2022,Electronics,Delivered,1119,27.03,23.82,,Yes,30246.57,6,Jun-22,3591.99,0%
PO-00460,Gamma_Co,31-08-2022,02-09-2022,Packaging,Delivered,1446,90.63,84.51,77,Yes,131050.98,2,Aug-22,8849.52,5%
PO-00461,Gamma_Co,16-06-2022,24-06-2022,Office Supplies,Delivered,567,97.53,85.29,21,Yes,55299.51,8,Jun-22,6940.08,4%
PO-00462,Delta_Logistics,01-07-2022,,MRO,Delivered,148,44.91,40.1,,No,6646.68,-44743,Jul-22,711.88,0%
PO-00463,Beta_Supplies,27-02-2023,14-03-2023,MRO,Pending,1965,36.6,34.64,195,Yes,71919,15,Feb-23,3851.4,10%
PO-00464,Alpha_Inc,26-01-2022,03-02-2022,Office Supplies,Pending,1818,67.96,58.98,,Yes,123551.28,8,Jan-22,16325.64,0%
PO-00465,Beta_Supplies,03-07-2022,19-07-2022,MRO,Delivered,1110,48.19,45.88,112,Yes,53490.9,16,Jul-22,2564.1,10%
PO-00466,Delta_Logistics,07-12-2022,,Raw Materials,Delivered,329,12.96,12.74,48,Yes,4263.84,-44902,Dec-22,72.38,15%
PO-00467,Gamma_Co,26-02-2023,17-03-2023,Office Supplies,Cancelled,1422,25.62,25.18,65,Yes,36431.64,19,Feb-23,625.68,5%
PO-00468,Delta_Logistics,17-11-2023,,Raw Materials,Delivered,546,82.63,74.77,76,No,45115.98,-45247,Nov-23,4291.56,14%
PO-00469,Gamma_Co,12-09-2022,22-09-2022,Office Supplies,Partially Delivered,351,72.08,71.3,20,Yes,25300.08,10,Sep-22,273.78,6%
PO-00470,Delta_Logistics,01-10-2022,18-10-2022,Raw Materials,Partially Delivered,230,13,12.81,,No,2990,17,Oct-22,43.7,0%
PO-00471,Alpha_Inc,13-06-2022,19-06-2022,MRO,Delivered,656,30.73,26.26,17,Yes,20158.88,6,Jun-22,2932.32,3%
PO-00472,Gamma_Co,20-12-2023,09-01-2024,MRO,Delivered,1172,34.34,32.09,69,Yes,40246.48,20,Dec-23,2637,6%
PO-00473,Gamma_Co,21-04-2022,30-04-2022,Electronics,Delivered,749,71.53,70.02,41,Yes,53575.97,9,Apr-22,1130.99,5%
PO-00474,Beta_Supplies,27-01-2023,12-02-2023,Packaging,Delivered,1042,12.48,12.3,88,Yes,13004.16,16,Jan-23,187.56,8%
PO-00475,Delta_Logistics,09-02-2022,27-02-2022,Raw Materials,Delivered,1189,19.47,17.15,,No,23149.83,18,Feb-22,2758.48,0%
PO-00476,Epsilon_Group,27-04-2023,,Office Supplies,Delivered,240,88.14,81.9,4,Yes,21153.6,-45043,Apr-23,1497.6,2%
PO-00477,Epsilon_Group,16-08-2022,02-09-2022,MRO,Delivered,302,26.98,26.47,9,Yes,8147.96,17,Aug-22,154.02,3%
PO-00478,Beta_Supplies,24-07-2022,03-08-2022,MRO,Pending,1030,70.81,61.58,,No,72934.3,10,Jul-22,9506.9,0%
PO-00479,Delta_Logistics,17-04-2023,23-04-2023,Office Supplies,Delivered,977,33.79,32.25,137,Yes,33012.83,6,Apr-23,1504.58,14%
PO-00480,Alpha_Inc,25-12-2022,11-01-2023,Packaging,Delivered,1234,19.99,17.66,25,Yes,24667.66,17,Dec-22,2875.22,2%
PO-00481,Beta_Supplies,09-11-2022,23-11-2022,Office Supplies,Delivered,1329,33.48,33.06,146,Yes,44494.92,14,Nov-22,558.18,11%
PO-00482,Gamma_Co,22-08-2022,30-08-2022,Raw Materials,Delivered,1396,77.63,67.81,58,Yes,108371.48,8,Aug-22,13708.72,4%
PO-00483,Alpha_Inc,17-08-2022,29-08-2022,Raw Materials,Delivered,177,90.06,87.71,7,Yes,15940.62,12,Aug-22,415.95,4%
PO-00484,Delta_Logistics,25-01-2022,,Electronics,Delivered,67,84.72,73.06,9,Yes,5676.24,-44586,Jan-22,781.22,13%
PO-00485,Gamma_Co,07-11-2023,20-11-2023,Office Supplies,Delivered,1866,50.78,48.2,96,Yes,94755.48,13,Nov-23,4814.28,5%
PO-00486,Epsilon_Group,17-07-2022,25-07-2022,MRO,Delivered,1808,72.23,67.86,53,Yes,130591.84,8,Jul-22,7900.96,3%
PO-00487,Delta_Logistics,13-02-2023,16-02-2023,Electronics,Cancelled,615,30.3,29.52,96,Yes,18634.5,3,Feb-23,479.7,16%
PO-00488,Gamma_Co,03-12-2022,04-12-2022,Office Supplies,Pending,619,38.38,35.02,34,Yes,23757.22,1,Dec-22,2079.84,5%
PO-00489,Delta_Logistics,13-10-2022,17-10-2022,Office Supplies,Delivered,1396,94.75,84.06,210,Yes,132271,4,Oct-22,14923.24,15%
PO-00490,Gamma_Co,13-03-2022,24-03-2022,MRO,Delivered,1945,11.28,9.98,94,Yes,21939.6,11,Mar-22,2528.5,5%
PO-00491,Delta_Logistics,13-10-2022,18-10-2022,Packaging,Delivered,735,18.49,15.89,113,No,13590.15,5,Oct-22,1911,15%
PO-00492,Epsilon_Group,26-12-2022,11-01-2023,Office Supplies,Pending,1865,30.29,26.83,56,Yes,56490.85,16,Dec-22,6452.9,3%
PO-00493,Beta_Supplies,19-10-2023,24-10-2023,Electronics,Cancelled,675,13.69,11.84,52,Yes,9240.75,5,Oct-23,1248.75,8%
PO-00494,Gamma_Co,06-06-2023,22-06-2023,MRO,Pending,1361,28.57,24.29,65,Yes,38883.77,16,Jun-23,5825.08,5%
PO-00495,Gamma_Co,14-02-2023,15-02-2023,Raw Materials,Delivered,903,66.53,60.15,29,Yes,60076.59,1,Feb-23,5761.14,3%
PO-00496,Epsilon_Group,27-11-2023,,Packaging,Cancelled,1736,53.2,50.68,48,Yes,92355.2,-45257,Nov-23,4374.72,3%
PO-00497,Beta_Supplies,04-07-2023,11-07-2023,MRO,Delivered,1011,98.47,97.06,91,Yes,99553.17,7,Jul-23,1425.51,9%
PO-00498,Delta_Logistics,06-12-2022,24-12-2022,Electronics,Delivered,1712,88.17,85.86,246,Yes,150947.04,18,Dec-22,3954.72,14%
PO-00499,Gamma_Co,29-01-2022,,Office Supplies,Delivered,204,40.76,37.46,10,Yes,8315.04,-44590,Jan-22,673.2,5%
PO-00500,Beta_Supplies,29-04-2022,13-05-2022,Electronics,Partially Delivered,539,33.85,30.57,34,No,18245.15,14,Apr-22,1767.92,6%
PO-00501,Delta_Logistics,25-09-2022,05-10-2022,Office Supplies,Delivered,1459,45.94,42.56,212,No,67026.46,10,Sep-22,4931.42,15%
PO-00502,Gamma_Co,02-07-2022,06-07-2022,MRO,Delivered,834,65.02,56.19,,Yes,54226.68,4,Jul-22,7364.22,0%
PO-00503,Gamma_Co,18-08-2023,01-09-2023,Packaging,Partially Delivered,1177,37.37,34.27,60,Yes,43984.49,14,Aug-23,3648.7,5%
PO-00504,Delta_Logistics,29-09-2022,19-10-2022,MRO,Delivered,1466,68.82,66.82,211,Yes,100890.12,20,Sep-22,2932,14%
PO-00505,Epsilon_Group,09-02-2022,13-02-2022,Electronics,Delivered,1884,47.08,44.31,54,Yes,88698.72,4,Feb-22,5218.68,3%
PO-00506,Beta_Supplies,22-04-2022,08-05-2022,Electronics,Delivered,295,60.58,57.32,31,Yes,17871.1,16,Apr-22,961.7,11%
PO-00507,Gamma_Co,03-09-2023,04-09-2023,Raw Materials,Delivered,1249,54.18,47.29,59,Yes,67670.82,1,Sep-23,8605.61,5%
PO-00508,Delta_Logistics,21-03-2023,09-04-2023,Raw Materials,Delivered,1112,39.06,33.6,184,No,43434.72,19,Mar-23,6071.52,17%
PO-00509,Gamma_Co,20-12-2022,25-12-2022,Office Supplies,Delivered,1550,100.61,97.43,66,Yes,155945.5,5,Dec-22,4929,4%
PO-00510,Delta_Logistics,18-11-2022,19-11-2022,Electronics,Delivered,1755,82.66,73.67,258,No,145068.3,1,Nov-22,15777.45,15%
PO-00511,Gamma_Co,23-03-2023,31-03-2023,Raw Materials,Delivered,808,24.19,21.64,39,Yes,19545.52,8,Mar-23,2060.4,5%
PO-00512,Alpha_Inc,13-09-2023,19-09-2023,Raw Materials,Partially Delivered,587,96.98,95.35,14,Yes,56927.26,6,Sep-23,956.81,2%
PO-00513,Epsilon_Group,08-06-2023,11-06-2023,MRO,Delivered,1940,58.45,50.29,54,Yes,113393,3,Jun-23,15830.4,3%
PO-00514,Beta_Supplies,29-04-2022,11-05-2022,Office Supplies,Cancelled,1891,91.87,80.28,158,Yes,173726.17,12,Apr-22,21916.69,8%
PO-00515,Epsilon_Group,30-01-2023,16-02-2023,Packaging,Delivered,970,86.91,78.44,18,Yes,84302.7,17,Jan-23,8215.9,2%
PO-00516,Epsilon_Group,14-08-2023,31-08-2023,MRO,Delivered,457,52.85,50.34,16,Yes,24152.45,17,Aug-23,1147.07,4%
PO-00517,Beta_Supplies,14-07-2022,27-07-2022,Office Supplies,Cancelled,574,12.38,11.47,,No,7106.12,13,Jul-22,522.34,0%
PO-00518,Epsilon_Group,18-09-2022,20-09-2022,Office Supplies,Delivered,877,35.55,34.69,24,Yes,31177.35,2,Sep-22,754.22,3%
PO-00519,Alpha_Inc,15-02-2022,27-02-2022,MRO,Delivered,1579,59.04,50.95,29,Yes,93224.16,12,Feb-22,12774.11,2%
PO-00520,Delta_Logistics,27-12-2023,28-12-2023,Raw Materials,Delivered,952,74.72,69.73,,Yes,71133.44,1,Dec-23,4750.48,0%
PO-00521,Beta_Supplies,23-03-2023,26-03-2023,Raw Materials,Pending,1898,35.53,33.25,187,Yes,67435.94,3,Mar-23,4327.44,10%
PO-00522,Delta_Logistics,02-01-2022,06-01-2022,Packaging,Delivered,85,22.54,20.68,6,Yes,1915.9,4,Jan-22,158.1,7%
PO-00523,Gamma_Co,17-06-2023,28-06-2023,Packaging,Pending,734,92.38,78.92,34,No,67806.92,11,Jun-23,9879.64,5%
PO-00524,Alpha_Inc,06-07-2023,18-07-2023,Office Supplies,Delivered,69,107.47,105.53,,Yes,7415.43,12,Jul-23,133.86,0%
PO-00525,Delta_Logistics,05-12-2023,11-12-2023,Packaging,Delivered,370,63.9,55.79,59,Yes,23643,6,Dec-23,3000.7,16%
PO-00526,Delta_Logistics,18-11-2023,03-12-2023,MRO,Delivered,1849,28.25,27.53,271,Yes,52234.25,15,Nov-23,1331.28,15%
PO-00527,Beta_Supplies,21-07-2022,,Packaging,Delivered,561,35.54,30.99,68,No,19937.94,-44763,Jul-22,2552.55,12%
PO-00528,Gamma_Co,08-01-2023,14-01-2023,Electronics,Delivered,449,12.35,10.67,29,Yes,5545.15,6,Jan-23,754.32,6%
PO-00529,Beta_Supplies,18-03-2023,21-03-2023,Office Supplies,Delivered,703,98.75,86.78,59,Yes,69421.25,3,Mar-23,8414.91,8%
PO-00530,Gamma_Co,13-03-2022,28-03-2022,Electronics,Delivered,1021,20.8,18.23,37,Yes,21236.8,15,Mar-22,2623.97,4%
PO-00531,Beta_Supplies,12-11-2023,19-11-2023,Office Supplies,Delivered,1956,68.69,65.09,,Yes,134357.64,7,Nov-23,7041.6,0%
PO-00532,Delta_Logistics,05-12-2022,12-12-2022,Office Supplies,Partially Delivered,520,36.57,34.78,67,No,19016.4,7,Dec-22,930.8,13%
PO-00533,Delta_Logistics,01-10-2023,12-10-2023,MRO,Delivered,1216,66.16,63,179,No,80450.56,11,Oct-23,3842.56,15%
PO-00534,Alpha_Inc,18-11-2022,,Raw Materials,Delivered,1165,72.06,63.93,,Yes,83949.9,-44883,Nov-22,9471.45,0%
PO-00535,Delta_Logistics,11-11-2023,29-11-2023,Packaging,Pending,1427,93.99,83.6,213,Yes,134123.73,18,Nov-23,14826.53,15%
PO-00536,Epsilon_Group,08-05-2022,10-05-2022,Electronics,Delivered,883,29.15,25.75,14,Yes,25739.45,2,May-22,3002.2,2%
PO-00537,Delta_Logistics,04-11-2022,11-11-2022,Packaging,Partially Delivered,1873,11.54,9.89,284,No,21614.42,7,Nov-22,3090.45,15%
PO-00538,Epsilon_Group,04-06-2023,06-06-2023,Office Supplies,Delivered,776,24.22,22.53,27,Yes,18794.72,2,Jun-23,1311.44,3%
PO-00539,Delta_Logistics,13-11-2022,24-11-2022,Electronics,Delivered,903,95.55,92.45,149,No,86281.65,11,Nov-22,2799.3,17%
PO-00540,Epsilon_Group,14-11-2023,26-11-2023,Electronics,Delivered,100,98.4,85.76,3,Yes,9840,12,Nov-23,1264,3%
PO-00541,Epsilon_Group,23-02-2023,08-03-2023,Office Supplies,Delivered,1738,67.91,61.15,,Yes,118027.58,13,Feb-23,11748.88,0%
PO-00542,Delta_Logistics,01-12-2022,14-12-2022,Packaging,Delivered,1771,67.57,61.48,280,No,119666.47,13,Dec-22,10785.39,16%
PO-00543,Epsilon_Group,17-02-2023,23-02-2023,Electronics,Delivered,624,74.39,66.3,18,No,46419.36,6,Feb-23,5048.16,3%
PO-00544,Alpha_Inc,15-12-2023,31-12-2023,Packaging,Partially Delivered,1263,28.75,27.1,26,Yes,36311.25,16,Dec-23,2083.95,2%
PO-00545,Gamma_Co,30-10-2022,16-11-2022,Electronics,Cancelled,1198,96.45,90.09,,Yes,115547.1,17,Oct-22,7619.28,0%
PO-00546,Epsilon_Group,22-07-2023,25-07-2023,Raw Materials,Delivered,199,51.98,45.64,,No,10344.02,3,Jul-23,1261.66,0%
PO-00547,Epsilon_Group,11-05-2022,14-05-2022,MRO,Pending,363,45.37,38.73,,Yes,16469.31,3,May-22,2410.32,0%
PO-00548,Alpha_Inc,16-07-2022,22-07-2022,Office Supplies,Delivered,619,58.4,51.04,,Yes,36149.6,6,Jul-22,4555.84,0%
